kills,damage_dealt,placement,healing_used,revives_given,headshots,assists,tier,plus_minus_points,game_type
12,104,9,238,4,11,8,Ace,50,Solo
1,782,33,558,0,16,7,Ace,50,Squad
5,1660,7,388,4,11,0,Crown,50,Duo
13,1150,13,593,2,11,4,Crown,50,Squad
17,1637,61,379,2,7,4,Platinum,48,Squad
17,596,13,269,0,10,8,Gold,50,Solo
14,647,98,172,0,16,5,Platinum,50,Solo
16,788,79,927,2,1,8,Silver,35,Solo
12,1988,58,422,4,4,0,Diamond,12,Duo
1,1762,49,520,3,18,8,Conqueror,50,Solo
7,1605,58,289,0,5,0,Bronze,7,Squad
5,1272,41,817,0,17,2,Diamond,50,Duo
5,1107,29,649,3,13,9,Silver,50,Solo
4,955,64,729,1,8,9,Silver,14,Solo
9,544,13,785,2,10,3,Bronze,50,Solo
1,1079,94,995,0,11,1,Ace,-12,Duo
10,479,73,580,1,11,2,Ace,22,Squad
0,750,31,821,2,13,9,Platinum,50,Squad
7,1467,87,5,4,16,4,Ace,26,Squad
8,1595,97,496,1,12,2,Platinum,24,Squad
6,339,9,226,4,16,4,Silver,50,Duo
17,692,82,145,0,4,1,Platinum,32,Duo
2,951,63,687,4,8,6,Diamond,-2,Duo
12,1086,82,971,1,13,2,Gold,40,Duo
10,1726,16,980,3,13,7,Conqueror,50,Squad
6,567,16,823,4,1,2,Conqueror,23,Solo
6,1496,41,233,1,8,9,Ace,50,Solo
5,659,43,773,4,5,7,Bronze,50,Squad
5,879,90,957,0,4,9,Crown,2,Squad
11,336,75,844,2,12,3,Diamond,31,Duo
11,262,49,870,4,16,0,Platinum,50,Duo
1,988,55,696,4,17,7,Ace,12,Duo
17,61,95,367,3,2,0,Gold,29,Duo
0,102,1,860,4,15,6,Crown,50,Squad
10,502,82,407,0,13,4,Crown,30,Duo
2,962,91,337,4,4,2,Bronze,-8,Solo
5,488,76,207,2,14,5,Gold,24,Duo
1,985,28,805,2,17,1,Silver,50,Solo
9,1920,9,258,1,17,4,Ace,50,Duo
17,1877,28,172,4,3,2,Platinum,50,Duo
8,1460,98,68,1,15,6,Gold,41,Squad
19,1606,64,994,4,6,8,Silver,50,Duo
3,751,62,870,0,0,0,Ace,-34,Squad
0,1141,93,833,0,3,8,Conqueror,-22,Solo
2,1829,15,494,0,8,0,Platinum,31,Solo
12,1038,34,945,1,10,5,Gold,50,Squad
7,960,13,221,2,6,6,Crown,47,Solo
7,890,78,999,2,6,3,Platinum,8,Squad
6,1717,28,345,4,8,4,Platinum,50,Squad
1,1059,38,197,2,4,5,Conqueror,20,Duo
12,124,94,319,4,3,3,Platinum,16,Solo
12,153,47,874,0,2,7,Platinum,50,Squad
14,960,72,325,0,5,0,Conqueror,13,Duo
13,899,51,316,1,1,0,Bronze,19,Squad
2,439,11,845,4,7,0,Gold,31,Solo
8,1932,92,582,2,16,0,Crown,23,Duo
4,551,44,144,4,5,4,Platinum,44,Squad
19,304,83,483,0,3,2,Crown,34,Duo
1,1142,10,655,0,10,0,Ace,46,Solo
7,259,31,450,2,4,2,Silver,45,Solo
19,1830,83,48,2,1,2,Gold,36,Duo
19,621,21,345,0,18,2,Ace,50,Duo
13,1596,64,733,0,8,0,Gold,26,Solo
16,1980,18,383,3,5,6,Crown,50,Duo
15,1569,63,787,3,9,2,Silver,39,Solo
19,860,17,133,0,4,2,Platinum,50,Duo
5,1038,46,217,4,5,7,Ace,38,Solo
10,610,66,793,1,10,9,Bronze,38,Solo
5,1266,84,212,2,15,7,Diamond,22,Solo
5,582,96,688,3,6,1,Ace,-8,Solo
12,731,43,947,1,14,5,Ace,50,Solo
14,222,99,947,1,4,9,Bronze,46,Squad
18,886,66,155,4,14,1,Platinum,50,Duo
7,35,75,994,1,2,1,Ace,-13,Squad
13,827,5,997,1,17,1,Conqueror,50,Squad
2,299,78,612,4,16,3,Bronze,18,Solo
18,1509,100,66,4,0,4,Platinum,35,Squad
18,1523,65,57,0,18,3,Diamond,50,Squad
2,426,18,102,4,4,6,Diamond,36,Squad
10,999,19,645,4,10,3,Bronze,50,Duo
14,1506,26,757,0,11,9,Conqueror,50,Duo
18,882,72,109,3,18,2,Diamond,50,Duo
5,305,99,237,1,7,6,Ace,1,Solo
6,1001,56,314,0,11,7,Silver,26,Duo
6,939,79,154,4,11,2,Crown,10,Squad
6,1474,8,888,3,12,0,Diamond,50,Solo
6,717,94,561,0,13,1,Ace,9,Duo
9,760,86,927,0,6,8,Silver,29,Squad
2,1900,61,215,4,17,4,Crown,11,Solo
17,1769,86,914,0,6,0,Gold,34,Solo
6,1152,38,158,2,13,1,Diamond,50,Solo
6,1385,14,324,2,19,2,Conqueror,50,Solo
12,985,81,998,1,7,0,Bronze,25,Solo
2,1715,51,283,4,17,1,Ace,5,Squad
1,1848,5,279,1,15,5,Bronze,50,Squad
19,985,54,45,2,10,6,Ace,50,Duo
0,1742,98,370,3,1,7,Conqueror,-30,Duo
2,1346,77,544,3,3,0,Conqueror,-34,Squad
11,1162,3,465,3,16,4,Bronze,50,Duo
7,805,93,610,1,1,4,Ace,-8,Solo
15,301,88,646,3,6,3,Silver,41,Squad
10,1068,41,966,4,3,2,Platinum,50,Duo
3,1167,11,781,2,14,2,Bronze,50,Solo
0,802,40,995,3,15,6,Bronze,50,Squad
17,507,87,996,4,16,1,Diamond,50,Solo
19,1861,96,537,3,1,8,Silver,44,Solo
4,1503,93,673,4,7,3,Gold,2,Squad
14,924,72,18,3,0,1,Platinum,15,Squad
8,818,48,37,1,5,3,Crown,48,Duo
4,71,16,256,4,2,0,Conqueror,18,Duo
5,568,13,563,2,0,2,Platinum,32,Squad
19,184,57,214,3,13,2,Crown,50,Solo
14,1185,41,982,0,19,3,Ace,50,Solo
14,841,20,947,4,17,9,Bronze,50,Squad
17,1845,39,57,2,6,8,Platinum,50,Duo
5,1623,41,133,4,3,5,Ace,38,Squad
2,1858,15,159,3,10,4,Crown,37,Solo
0,1451,48,963,1,4,7,Gold,35,Squad
16,1390,51,172,3,7,6,Silver,50,Squad
16,972,34,238,3,16,1,Bronze,50,Duo
3,395,4,250,1,0,8,Bronze,50,Solo
19,1698,19,222,2,4,3,Crown,50,Squad
14,554,36,689,0,18,5,Silver,50,Squad
11,1288,92,457,2,6,1,Ace,10,Solo
5,1459,46,500,4,9,9,Silver,50,Duo
19,912,33,805,0,11,9,Gold,50,Duo
10,1341,8,67,0,4,9,Conqueror,50,Duo
7,1239,18,433,0,15,8,Platinum,50,Squad
15,697,54,357,3,13,2,Platinum,50,Squad
10,623,57,160,2,13,3,Crown,26,Solo
8,348,50,697,4,13,8,Conqueror,50,Solo
17,1101,90,6,2,1,2,Conqueror,19,Squad
4,1173,93,751,1,8,8,Conqueror,0,Duo
1,280,77,152,2,9,4,Gold,-2,Duo
6,394,43,113,2,14,5,Gold,50,Duo
0,41,23,45,0,10,2,Silver,43,Squad
5,244,25,442,2,12,4,Bronze,50,Squad
2,624,25,516,4,17,9,Silver,50,Duo
16,1508,48,273,2,18,4,Gold,50,Duo
2,610,67,498,4,16,3,Crown,9,Squad
9,238,4,719,2,1,8,Bronze,50,Solo
9,839,100,933,0,7,0,Ace,5,Squad
10,781,79,651,0,4,7,Conqueror,10,Squad
10,887,53,24,2,18,2,Diamond,40,Duo
18,1096,60,434,1,1,2,Gold,30,Solo
8,706,75,634,2,2,1,Platinum,-2,Squad
7,33,61,481,0,7,8,Bronze,24,Duo
3,17,26,764,1,4,0,Platinum,29,Duo
12,684,32,477,4,16,6,Bronze,50,Duo
13,538,85,356,0,10,6,Silver,49,Squad
17,1625,85,852,2,18,4,Diamond,50,Duo
1,1682,35,226,0,10,9,Gold,48,Solo
11,396,24,830,3,9,4,Platinum,50,Duo
3,946,68,925,0,17,9,Bronze,32,Solo
19,184,42,351,1,15,3,Platinum,50,Duo
1,1344,68,276,4,1,9,Crown,-20,Squad
5,141,99,277,0,19,0,Conqueror,14,Duo
16,1667,39,544,1,4,4,Gold,50,Duo
16,389,27,985,1,9,9,Platinum,50,Solo
18,1032,26,625,0,7,7,Ace,50,Solo
1,1400,49,670,2,13,1,Diamond,38,Solo
12,1844,51,195,1,14,2,Diamond,41,Squad
6,791,12,952,1,14,2,Silver,50,Solo
19,469,38,623,4,8,6,Silver,50,Squad
13,397,23,93,3,14,3,Conqueror,50,Duo
9,82,4,563,1,2,0,Diamond,50,Solo
6,560,45,661,4,16,4,Ace,50,Duo
18,537,68,426,3,5,6,Silver,50,Squad
5,1066,94,255,3,14,3,Crown,12,Solo
17,1317,9,200,4,18,6,Gold,50,Squad
13,1134,63,821,1,5,0,Diamond,19,Squad
7,384,1,97,4,10,0,Conqueror,50,Solo
11,1311,76,437,3,9,4,Crown,24,Duo
5,1574,34,390,2,1,6,Crown,34,Duo
9,1898,44,28,1,3,7,Platinum,50,Solo
19,1540,64,340,1,19,5,Crown,50,Duo
2,38,100,670,4,10,4,Conqueror,-8,Solo
13,1536,15,917,2,2,5,Crown,50,Solo
5,895,84,813,2,13,5,Platinum,21,Squad
3,199,21,863,4,16,1,Platinum,50,Solo
0,1994,87,134,3,5,3,Gold,-16,Duo
19,1519,7,512,3,1,9,Diamond,50,Duo
13,1687,5,203,3,3,2,Gold,50,Duo
4,1186,59,356,2,9,0,Platinum,-1,Squad
2,1954,83,555,3,17,8,Crown,17,Solo
15,228,50,954,1,15,8,Conqueror,50,Squad
2,666,66,332,1,0,5,Silver,-16,Squad
2,1389,100,959,4,6,2,Silver,-7,Squad
12,405,99,64,0,18,6,Diamond,50,Duo
7,416,50,640,3,7,1,Bronze,50,Squad
7,191,82,517,4,17,3,Gold,30,Solo
14,1434,51,949,1,17,6,Conqueror,45,Solo
16,865,49,720,2,5,4,Bronze,50,Duo
7,527,78,127,4,2,7,Ace,-2,Solo
6,472,52,220,2,14,1,Ace,12,Duo
17,1727,16,489,4,10,8,Silver,50,Solo
19,804,95,869,0,9,6,Bronze,50,Duo
14,321,51,24,3,4,2,Conqueror,13,Solo
12,1518,59,826,4,11,8,Diamond,37,Solo
13,1996,9,124,0,19,2,Conqueror,50,Solo
7,1069,16,743,4,18,4,Diamond,50,Squad
2,1902,75,968,3,3,1,Crown,-22,Solo
17,1206,77,217,0,1,5,Silver,37,Duo
18,681,6,830,4,15,6,Conqueror,50,Solo
7,1947,71,454,2,10,1,Gold,16,Squad
5,1750,4,744,0,12,0,Crown,50,Duo
18,1062,43,732,2,15,8,Diamond,50,Solo
1,1687,38,888,2,15,1,Gold,46,Solo
15,1317,53,488,4,10,8,Bronze,50,Duo
17,1941,52,100,2,5,5,Crown,34,Solo
16,1170,23,102,3,12,9,Platinum,50,Duo
7,1011,27,485,0,15,9,Crown,50,Squad
15,318,21,587,4,12,6,Gold,50,Solo
9,1642,38,630,2,4,1,Platinum,50,Squad
9,306,96,149,3,12,8,Conqueror,23,Solo
4,64,63,189,0,8,8,Gold,12,Duo
19,1903,57,254,4,6,2,Silver,50,Squad
11,1055,91,505,1,10,7,Platinum,36,Duo
3,8,79,138,2,9,6,Conqueror,-4,Duo
10,1994,96,81,0,9,8,Conqueror,20,Solo
15,1377,24,402,2,4,3,Crown,50,Duo
11,1228,18,166,1,12,4,Conqueror,50,Squad
4,343,93,914,4,5,1,Crown,-13,Duo
16,94,36,669,4,16,0,Ace,50,Duo
4,422,44,721,1,4,6,Silver,42,Solo
5,1885,69,711,1,6,9,Diamond,8,Solo
1,2,97,58,0,2,2,Bronze,-16,Duo
16,1694,54,330,2,7,5,Diamond,36,Solo
5,1117,4,209,2,4,6,Ace,50,Duo
10,683,53,19,2,11,1,Diamond,23,Duo
16,1215,23,421,0,5,9,Conqueror,50,Solo
5,1029,65,397,4,15,9,Conqueror,22,Squad
9,674,78,944,0,14,7,Conqueror,28,Duo
12,1462,55,118,4,8,6,Diamond,34,Squad
11,170,51,541,2,2,7,Platinum,16,Solo
3,1525,17,916,2,16,5,Silver,50,Duo
14,469,29,486,2,17,9,Silver,50,Duo
4,779,77,675,4,6,2,Ace,-11,Duo
5,602,30,436,2,18,8,Ace,50,Duo
1,1301,29,973,2,11,3,Diamond,40,Duo
5,122,28,290,4,1,2,Platinum,29,Solo
18,83,64,285,3,10,1,Gold,50,Squad
14,753,38,115,1,16,1,Crown,50,Squad
4,1945,15,891,4,17,8,Bronze,50,Duo
9,68,35,534,4,10,4,Gold,50,Solo
5,1204,74,917,4,19,7,Gold,38,Duo
17,1225,11,288,2,0,5,Platinum,50,Squad
13,1649,10,86,2,0,0,Platinum,50,Duo
18,1621,64,900,0,11,2,Platinum,48,Solo
2,1156,66,704,0,5,5,Crown,-14,Squad
6,887,38,124,1,2,5,Conqueror,30,Solo
6,442,43,132,0,2,2,Diamond,32,Solo
16,498,65,224,1,9,2,Bronze,50,Squad
2,1373,70,653,3,12,4,Silver,11,Squad
4,1573,56,778,1,1,0,Platinum,-20,Squad
17,1710,97,592,1,3,3,Bronze,40,Duo
3,634,71,993,3,11,9,Diamond,12,Solo
11,1232,92,632,0,14,2,Conqueror,29,Squad
8,68,71,362,3,13,1,Conqueror,14,Squad
11,1625,16,464,1,18,0,Ace,50,Duo
11,164,82,674,2,8,8,Silver,37,Duo
8,754,7,939,3,8,9,Crown,50,Solo
11,1256,66,835,2,19,2,Platinum,50,Squad
7,1528,77,339,2,5,1,Conqueror,-8,Solo
12,1256,50,586,0,15,9,Silver,50,Squad
2,804,72,87,3,17,4,Silver,19,Solo
6,1547,7,270,0,0,2,Platinum,50,Duo
5,1716,77,212,0,13,3,Crown,12,Duo
19,1857,59,918,0,11,8,Crown,50,Squad
16,1670,78,278,3,17,1,Platinum,50,Solo
5,559,81,538,0,16,4,Crown,22,Squad
0,1191,78,906,0,15,4,Ace,-1,Squad
17,1042,5,658,4,14,3,Conqueror,50,Duo
19,1594,74,589,1,15,4,Gold,50,Duo
9,1978,29,936,4,11,5,Conqueror,50,Squad
9,126,56,728,1,19,3,Crown,34,Solo
19,896,3,707,3,19,0,Platinum,50,Duo
8,1101,12,850,4,2,8,Diamond,50,Duo
2,1828,68,296,0,15,3,Bronze,17,Duo
17,1392,85,560,2,4,4,Conqueror,30,Squad
9,1494,54,359,3,8,8,Diamond,26,Squad
1,863,58,767,3,18,6,Silver,21,Solo
7,1196,84,550,1,5,2,Bronze,9,Solo
18,1511,84,347,3,11,8,Gold,50,Duo
16,893,41,239,4,7,0,Gold,50,Solo
13,957,48,284,3,17,5,Conqueror,50,Squad
16,1257,36,900,1,13,7,Conqueror,50,Solo
2,207,46,785,1,11,0,Ace,31,Solo
4,575,25,368,3,3,7,Diamond,43,Squad
17,526,9,508,1,19,1,Platinum,50,Squad
0,158,29,765,0,0,1,Gold,15,Squad
14,213,34,509,2,0,4,Silver,50,Duo
16,99,46,317,0,9,5,Ace,50,Duo
10,289,66,642,1,3,0,Diamond,3,Solo
16,1278,92,286,1,16,0,Gold,50,Solo
1,833,29,555,3,13,2,Bronze,50,Duo
8,1360,57,221,4,11,8,Conqueror,22,Squad
8,1748,51,254,1,2,8,Diamond,8,Squad
2,461,64,522,2,11,8,Ace,3,Duo
13,127,37,170,3,6,7,Diamond,50,Squad
7,60,16,100,3,0,4,Diamond,41,Squad
19,710,90,294,4,9,5,Silver,50,Duo
16,1233,41,311,1,4,0,Gold,50,Solo
4,1240,66,889,4,15,2,Ace,8,Solo
5,803,41,280,2,7,2,Conqueror,32,Solo
1,1503,63,84,1,16,7,Silver,22,Squad
4,1831,60,466,3,11,2,Ace,0,Duo
4,1247,25,739,4,18,8,Diamond,50,Solo
15,1991,44,318,4,0,0,Conqueror,50,Squad
17,1580,19,951,3,13,0,Platinum,50,Duo
13,1801,36,620,4,8,3,Conqueror,50,Solo
2,484,77,778,2,16,0,Ace,1,Solo
12,117,51,594,0,8,7,Platinum,32,Solo
7,782,51,264,0,17,9,Gold,47,Squad
0,681,61,408,4,19,1,Bronze,16,Duo
13,1657,5,739,0,3,6,Ace,50,Squad
9,403,99,202,2,9,6,Silver,32,Squad
0,1011,74,90,0,13,9,Platinum,8,Solo
8,582,72,490,4,3,3,Silver,8,Duo
4,1391,94,176,3,1,4,Platinum,-11,Solo
5,1650,35,269,1,19,2,Silver,50,Duo
18,1827,99,425,3,16,4,Bronze,50,Solo
9,945,44,552,4,19,0,Ace,50,Duo
4,618,53,588,4,9,6,Ace,2,Duo
12,1070,45,24,3,0,1,Crown,42,Solo
9,346,46,953,1,13,6,Conqueror,50,Duo
18,1988,85,45,1,11,1,Ace,45,Duo
0,1112,3,987,4,2,3,Platinum,38,Solo
0,871,54,637,1,3,3,Platinum,-25,Squad
1,1273,38,453,3,13,1,Bronze,50,Duo
15,1061,43,712,3,11,5,Gold,50,Squad
10,599,14,541,2,9,0,Platinum,50,Duo
14,25,71,20,2,18,2,Gold,50,Squad
2,909,52,237,3,9,0,Platinum,-8,Duo
13,1058,53,741,1,8,8,Platinum,40,Duo
7,1439,96,866,0,18,4,Bronze,42,Duo
11,309,78,191,1,18,4,Platinum,50,Squad
19,468,2,320,1,8,9,Ace,50,Duo
7,1609,65,55,1,0,5,Conqueror,-14,Squad
3,457,59,55,3,10,1,Silver,4,Solo
2,1018,34,388,0,17,1,Platinum,50,Duo
3,1492,6,816,3,10,5,Diamond,50,Solo
3,89,79,298,0,1,7,Bronze,-4,Solo
10,61,44,925,3,4,2,Bronze,50,Solo
19,766,8,505,4,17,0,Gold,50,Solo
14,1309,81,413,3,8,9,Crown,40,Duo
16,1940,44,414,3,12,5,Crown,50,Duo
12,1203,25,146,0,4,3,Conqueror,50,Duo
10,1796,41,543,2,17,3,Diamond,50,Duo
16,909,7,698,1,7,1,Silver,50,Solo
3,1428,45,636,0,11,2,Platinum,43,Solo
3,726,81,352,1,1,6,Gold,-11,Squad
9,923,5,107,4,1,1,Ace,50,Solo
6,1473,66,289,4,9,6,Crown,10,Solo
17,1521,38,514,2,16,0,Conqueror,50,Solo
4,816,3,890,1,4,7,Crown,50,Solo
14,843,96,109,1,2,6,Conqueror,18,Squad
3,666,34,619,2,12,6,Ace,50,Squad
18,1692,89,316,2,17,8,Platinum,50,Duo
12,1178,35,671,0,11,6,Conqueror,50,Solo
12,1689,33,962,1,6,8,Ace,50,Duo
15,1545,79,653,2,5,9,Bronze,50,Squad
13,1847,22,711,1,17,0,Ace,50,Solo
13,42,94,527,0,5,6,Silver,31,Solo
18,806,73,612,4,4,6,Silver,50,Squad
9,811,65,479,4,2,4,Crown,2,Squad
3,1357,80,756,0,3,5,Crown,-12,Solo
4,1191,6,374,4,12,6,Crown,50,Solo
15,351,18,826,2,2,8,Conqueror,50,Squad
5,580,48,267,1,3,3,Diamond,32,Solo
10,259,16,777,2,13,5,Diamond,50,Squad
17,1279,86,607,0,17,8,Ace,50,Solo
2,793,33,154,2,3,6,Gold,38,Squad
7,735,66,190,3,9,1,Gold,14,Squad
9,621,19,964,1,14,5,Silver,50,Solo
3,1952,39,589,1,18,7,Conqueror,50,Duo
9,155,28,190,3,14,5,Bronze,50,Solo
9,1315,82,365,4,12,7,Ace,29,Squad
5,1762,56,989,4,11,2,Ace,3,Duo
1,1801,49,126,2,6,5,Conqueror,25,Duo
16,1451,33,931,2,11,7,Bronze,50,Solo
4,129,4,174,1,18,7,Gold,50,Solo
18,1367,91,624,0,19,6,Ace,50,Duo
1,887,60,856,1,5,1,Conqueror,-28,Duo
14,418,7,114,3,12,3,Platinum,50,Squad
15,1225,49,90,3,4,7,Conqueror,50,Solo
10,1451,46,424,3,1,1,Conqueror,37,Duo
7,670,52,513,4,0,6,Bronze,5,Solo
12,928,81,68,3,16,0,Silver,45,Duo
5,173,63,251,2,17,1,Silver,24,Solo
1,588,15,94,4,5,0,Ace,18,Duo
10,576,28,82,1,4,0,Conqueror,38,Solo
12,1338,18,249,4,0,5,Diamond,50,Solo
8,1532,50,782,1,5,2,Diamond,48,Duo
8,1521,40,543,0,4,2,Bronze,50,Duo
19,29,18,711,3,2,0,Crown,50,Solo
16,397,91,135,4,15,6,Platinum,50,Squad
15,1407,88,875,4,4,8,Silver,38,Solo
3,906,78,275,2,5,4,Crown,-12,Squad
19,1078,85,730,4,1,5,Silver,47,Squad
7,890,91,921,4,19,9,Silver,50,Squad
4,976,84,879,4,14,0,Diamond,8,Duo
16,975,65,820,0,10,2,Conqueror,37,Squad
19,1235,64,824,3,18,0,Silver,50,Duo
1,889,47,611,0,4,0,Diamond,18,Solo
2,517,75,478,1,14,6,Silver,16,Solo
11,638,30,182,3,16,1,Ace,50,Solo
15,267,64,357,0,18,7,Bronze,50,Duo
17,711,92,183,2,17,0,Diamond,50,Duo
9,358,81,883,1,18,5,Gold,46,Duo
14,1130,44,559,1,12,0,Platinum,50,Duo
2,1162,5,748,0,7,8,Diamond,50,Duo
18,228,5,833,3,10,0,Diamond,50,Duo
15,211,83,524,3,11,9,Conqueror,45,Duo
19,524,18,862,1,6,0,Silver,50,Squad
15,128,90,654,4,8,2,Silver,37,Solo
0,65,24,229,2,14,4,Bronze,49,Solo
16,80,50,505,3,14,4,Silver,50,Squad
0,1987,35,993,3,9,5,Silver,38,Solo
17,1164,19,881,0,2,8,Conqueror,50,Squad
19,1151,1,581,0,15,1,Ace,50,Squad
19,590,66,825,0,12,3,Conqueror,50,Duo
13,1080,37,47,2,9,7,Conqueror,50,Duo
14,550,5,474,2,18,4,Diamond,50,Squad
10,600,41,741,1,8,4,Crown,50,Solo
15,1104,16,870,2,11,0,Diamond,50,Solo
11,296,11,561,0,8,8,Gold,50,Duo
15,806,40,663,2,7,7,Ace,50,Solo
8,1387,31,285,0,0,8,Gold,47,Solo
19,1579,12,520,3,13,0,Diamond,50,Solo
18,431,90,635,3,2,2,Conqueror,23,Duo
13,546,52,193,2,19,6,Diamond,50,Solo
7,1011,7,367,1,1,7,Conqueror,50,Duo
6,54,29,365,1,17,2,Gold,50,Solo
15,1666,15,388,4,13,0,Platinum,50,Solo
3,936,37,747,4,3,9,Bronze,50,Squad
10,1698,97,247,1,5,9,Conqueror,15,Duo
1,1799,59,305,0,19,8,Ace,19,Squad
16,1078,79,661,2,2,8,Bronze,39,Solo
6,496,71,969,2,8,1,Conqueror,-5,Duo
17,1243,3,493,2,15,1,Conqueror,50,Squad
18,1778,76,399,0,0,0,Platinum,25,Duo
2,1766,70,234,4,4,5,Diamond,-13,Duo
11,1449,30,401,2,9,6,Platinum,50,Squad
9,1357,55,55,3,0,2,Ace,-8,Duo
5,41,42,766,4,16,5,Platinum,50,Squad
0,1217,14,194,0,17,6,Bronze,50,Duo
14,1348,73,505,4,7,5,Conqueror,24,Solo
7,1280,91,702,2,8,5,Conqueror,5,Squad
7,518,32,467,1,18,7,Diamond,50,Solo
17,970,89,222,4,8,0,Platinum,40,Duo
7,851,81,176,4,3,9,Ace,4,Squad
8,30,18,142,1,4,1,Gold,50,Squad
1,816,67,779,2,14,5,Bronze,15,Duo
19,1436,46,9,3,0,0,Conqueror,50,Solo
12,1696,70,303,4,9,8,Silver,39,Solo
16,543,9,394,2,1,7,Gold,50,Solo
1,1839,52,724,4,0,6,Ace,-25,Solo
15,113,43,266,2,1,4,Bronze,50,Solo
9,1319,10,790,3,10,7,Gold,50,Duo
13,117,17,881,0,11,8,Crown,50,Solo
8,1199,71,604,1,19,8,Gold,50,Squad
10,1154,87,845,0,5,9,Silver,32,Squad
17,137,16,852,0,9,5,Gold,50,Duo
8,135,87,283,1,17,8,Ace,36,Duo
12,594,8,432,1,0,4,Bronze,50,Duo
5,1640,27,423,3,17,4,Gold,50,Solo
16,633,42,16,3,3,6,Conqueror,50,Duo
16,495,41,897,4,13,4,Conqueror,50,Solo
15,1998,4,407,0,11,5,Bronze,50,Duo
13,666,16,38,3,19,9,Ace,50,Squad
15,1475,21,646,3,19,3,Diamond,50,Squad
0,1473,13,172,2,18,1,Crown,50,Squad
15,1673,36,557,2,16,0,Ace,50,Squad
16,534,77,39,3,4,4,Diamond,29,Solo
1,852,79,162,4,7,5,Bronze,0,Solo
8,1227,3,303,4,12,6,Conqueror,50,Solo
12,565,47,384,2,1,9,Platinum,50,Solo
16,1672,69,281,0,4,8,Crown,33,Solo
16,481,54,663,1,6,9,Crown,38,Solo
15,324,24,669,0,6,4,Crown,50,Solo
4,698,94,9,1,9,2,Gold,4,Solo
2,1035,99,332,4,7,0,Diamond,-14,Duo
1,898,47,860,4,12,9,Diamond,48,Solo
16,1864,100,576,2,11,6,Conqueror,43,Duo
1,1783,22,179,2,18,3,Bronze,50,Squad
4,1660,6,227,4,5,9,Silver,50,Squad
18,1572,9,22,1,7,6,Conqueror,50,Squad
6,1786,19,360,3,15,0,Crown,50,Squad
17,1657,8,176,1,7,6,Diamond,50,Solo
11,1604,72,701,0,14,1,Platinum,38,Squad
15,1860,83,176,3,10,5,Bronze,50,Squad
1,56,6,676,0,19,8,Conqueror,50,Squad
6,844,19,713,2,3,8,Silver,50,Squad
5,1425,15,657,0,1,3,Platinum,37,Squad
11,910,84,687,2,13,9,Gold,44,Solo
2,1763,99,200,3,7,9,Conqueror,-6,Solo
7,642,80,377,1,0,1,Ace,-16,Duo
7,1170,53,573,4,7,5,Diamond,10,Duo
12,851,61,638,1,5,1,Crown,15,Squad
14,1983,48,222,3,11,5,Crown,50,Duo
0,1266,75,804,4,14,2,Platinum,0,Squad
16,1687,14,971,2,13,6,Platinum,50,Squad
6,1136,55,433,4,11,5,Platinum,18,Duo
10,1254,39,915,2,5,6,Gold,50,Squad
12,798,96,103,2,10,1,Crown,25,Duo
17,1547,88,235,3,1,4,Crown,24,Solo
9,1000,33,542,4,0,6,Ace,47,Squad
10,803,40,437,3,7,9,Gold,50,Solo
7,885,69,220,4,9,0,Silver,13,Duo
18,109,75,356,0,10,1,Crown,49,Squad
2,985,23,560,1,17,4,Silver,50,Duo
7,135,67,28,2,3,3,Silver,5,Duo
1,1196,43,150,4,4,4,Conqueror,19,Duo
5,1697,51,557,3,1,5,Bronze,-1,Squad
19,1774,83,62,2,9,0,Diamond,50,Squad
17,1948,80,490,4,11,4,Bronze,50,Duo
19,1744,35,164,0,19,6,Bronze,50,Solo
9,206,83,437,1,3,8,Ace,10,Squad
11,14,76,87,1,7,1,Ace,13,Duo
9,1917,14,573,2,2,9,Gold,50,Duo
0,1045,72,676,4,4,4,Bronze,-11,Solo
12,1063,39,813,4,0,0,Silver,49,Solo
0,222,17,602,4,7,7,Bronze,43,Duo
13,741,88,94,0,6,3,Platinum,24,Solo
7,815,10,360,2,12,6,Platinum,50,Duo
15,434,41,27,1,18,8,Crown,50,Solo
12,975,43,125,0,13,3,Gold,50,Solo
17,604,22,944,1,13,6,Crown,50,Solo
0,1655,59,408,4,19,7,Ace,12,Solo
10,683,11,264,0,11,6,Ace,50,Squad
0,1298,14,84,4,13,1,Crown,39,Squad
2,1762,8,330,4,6,0,Platinum,50,Squad
0,1959,82,267,4,14,7,Silver,12,Solo
7,713,9,325,0,8,5,Bronze,50,Squad
9,1168,59,372,2,4,1,Crown,2,Solo
2,672,85,783,1,19,2,Platinum,16,Solo
4,380,58,483,3,5,4,Crown,-8,Duo
7,571,8,48,3,7,1,Diamond,50,Duo
2,1018,4,636,1,18,3,Gold,50,Solo
15,1048,34,621,3,0,2,Ace,50,Duo
11,1485,44,621,2,7,7,Silver,50,Duo
13,878,66,943,2,12,4,Gold,48,Squad
5,1759,46,139,1,1,9,Diamond,41,Duo
15,743,68,443,4,4,8,Crown,30,Solo
11,1128,29,3,0,16,6,Ace,50,Squad
9,1040,37,341,2,9,0,Silver,50,Duo
14,1615,13,869,1,12,9,Platinum,50,Solo
0,510,10,83,0,6,4,Crown,50,Squad
11,45,58,544,2,3,6,Gold,23,Squad
19,1862,87,790,0,0,7,Silver,40,Solo
3,78,82,992,4,7,3,Bronze,2,Solo
